"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"189","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.131842713955281,1.31842713955281
"190","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.454263565891473,2.27131782945736
"191","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.390733590733591,3.90733590733591
"192","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.378963650425367,1.89481825212684
"193","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.288491446345257,2.88491446345257
"194","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.432098765432099,2.16049382716049
"195","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.515151515151515,2.57575757575758
"196","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.386522075910147,1.93261037955074
"197","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Bacteroidales",0.210810810810811,4.21621621621622
"198","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.376252891287587,1.88126445643793
"199","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.163312693498452,0.81656346749226
"200","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Bacteroidales",0.374710871241326,7.49421742482652
"201","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.479969183359014,2.39984591679507
"202","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.254237288135593,2.54237288135593
"203","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.354938271604938,1.77469135802469
"204","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.344110854503464,3.44110854503464
"205","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.414615384615385,2.07307692307692
"206","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.207241910631741,2.07241910631741
"207","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.445559845559846,2.22779922779923
"208","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Bacteroidales",0.414164742109315,8.2832948421863
"209","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.387047031611411,3.87047031611411
"210","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.398148148148148,1.99074074074074
"211","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Bacteroidales",0.127790608160123,1.27790608160123
"212","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Bacteroidales",0.242635658914729,1.21317829457364
"213","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.406322282189668,3.1255560168436
"214","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.456437933693138,2.85273708558211
"215","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.371984435797665,2.32490272373541
"216","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.404780262143408,2.5298766383963
"217","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.482253086419753,3.01408179012346
"218","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.175425038639876,1.3494233741529
"219","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.398291925465839,2.48932453416149
"220","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.252120277563608,1.93938675048929
"221","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.210323574730354,2.10323574730354
"222","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.256568778979907,2.56568778979907
"223","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.301550387596899,1.88468992248062
"224","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.246723207401696,1.89787082616689
"225","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.185328185328185,1.85328185328185
"226","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.476153846153846,2.97596153846154
"227","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.196442382057231,1.96442382057231
"228","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.481510015408321,3.009437596302
"229","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.248456790123457,1.91120607787274
"230","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.264864864864865,2.64864864864865
"231","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.515781370284835,3.22363356428022
"232","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.230354391371341,1.77195685670262
"233","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.390902081727062,2.44313801079414
"234","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.285053929121726,2.19272253170558
"235","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.274691358024691,2.11301044634378
"236","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.548188126445644,3.42617579028527
"237","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.446153846153846,3.43195266272189
"238","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.37962962962963,2.37268518518519
"239","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.37673343605547,2.897949508119
"240","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.166409861325116,1.66409861325116
"241","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.466101694915254,2.91313559322034
"242","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.296669248644462,2.28207114341894
"243","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.23297213622291,2.3297213622291
"244","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.380325329202169,2.37703330751356
"245","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.319198149575945,3.19198149575945
"246","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.396153846153846,3.04733727810651
"247","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.332049306625578,3.32049306625578
"248","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.50693374422188,3.16833590138675
"249","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Bacteroidales",0.342307692307692,2.63313609467456
"250","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Bacteroidales",0.315100154083205,3.15100154083205
"251","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Bacteroidales",0.459167950693374,2.86979969183359
"252","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.370255615801704,2.31409759876065
"253","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.384136858475894,2.40085536547434
"254","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.226032735775526,3.22903908250752
"255","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.377416860015468,2.35885537509667
"256","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.670515781370285,9.57879687671835
"257","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.197226502311248,2.81752146158926
"258","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.437065637065637,2.73166023166023
"259","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.348982785602504,3.48982785602504
"260","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.397047397047397,2.48154623154623
"261","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.180694980694981,1.80694980694981
"262","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.502706883217324,3.14191802010828
"263","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.277136258660508,2.77136258660508
"264","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.0401854714064915,0.251159196290572
"265","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.125771604938272,1.25771604938272
"266","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.18,1.8
"267","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.469498069498069,2.93436293436293
"268","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.105546995377504,1.50781421967863
"269","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.474171164225135,2.96356977640709
"270","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.448916408668731,2.80572755417957
"271","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.296381832178599,4.23402617397998
"272","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.420971472629144,2.63107170393215
"273","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.336679536679537,3.36679536679537
"274","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.272727272727273,1.70454545454545
"275","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.176561295296839,2.52230421852627
"276","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.127118644067797,1.27118644067797
"277","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.523993808049536,3.2749613003096
"278","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.135344160866203,1.35344160866203
"279","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.469088098918083,2.93180061823802
"280","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Bacteroidales",0.339798293250582,4.85426133215117
"281","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.224458204334365,2.24458204334365
"282","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.481424148606811,3.00890092879257
"283","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Bacteroidales",0.27704280155642,2.7704280155642
"284","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Bacteroidales",0.420109119251754,2.62568199532346
"285","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.134259259259259,0.745884773662552
"286","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0062015503875969,0.0344530577088717
"287","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0292532717474981,0.162518176374989
"288","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0416345412490362,0.23130300693909
"289","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.123846153846154,1.37606837606838
"290","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0471771075019335,0.262095041677408
"291","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.290796597061098,3.63495746326373
"292","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0239382239382239,0.132990132990133
"293","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0759101471727343,0.421723039848524
"294","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.077992277992278,0.974903474903475
"295","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0580945003872967,0.32274722437387
"296","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0147515527950311,0.0819530710835059
"297","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.0376923076923077,0.418803418803419
"298","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.0801850424055513,1.00231303006939
"299","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.058641975308642,0.325788751714678
"300","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.0449961210240497,0.499956900267218
"301","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0564142194744977,0.313412330413876
"302","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.00461538461538462,0.0512820512820513
"303","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0864197530864197,0.480109739368999
"304","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.0455598455598456,0.506220506220506
"305","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.11855273287144,0.65862629373022
"306","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.044015444015444,0.489060489060489
"307","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.0850077279752705,1.06259659969088
"308","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.15473441108545,0.859635617141391
"309","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.207401696222051,2.59252120277564
"310","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.00463678516228748,0.0257599175682638
"311","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.188562596599691,2.09513996221879
"312","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.196923076923077,2.46153846153846
"313","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.176561295296839,0.980896084982438
"314","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.0223248652809854,0.248054058677615
"315","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.156635802469136,1.9579475308642
"316","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.14626635873749,0.812590881874947
"317","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Lactobacillales",0.0323076923076923,0.358974358974359
"318","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Lactobacillales",0.051617873651772,0.645223420647149
"319","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Lactobacillales",0.0634674922600619,0.352597179222566
"320","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0439137134052388,0.219568567026194
"321","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Lactobacillales",0.126543209876543,2.53086419753086
"322","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0532818532818533,0.266409266409266
"323","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0940632228218967,0.470316114109483
"324","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Lactobacillales",0.063125481139338,1.26250962278676
"325","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0147058823529412,0.0735294117647059
"326","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0892307692307692,0.446153846153846
"327","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.107941403238242,1.07941403238242
"328","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0200617283950617,0.100308641975309
"329","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.0825617283950617,0.825617283950617
"330","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.098613251155624,0.49306625577812
"331","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.0215882806476484,0.215882806476484
"332","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0782945736434109,0.391472868217054
"333","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.0332046332046332,0.332046332046332
"334","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0386697602474865,0.193348801237432
"335","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.0894245723172628,0.894245723172628
"336","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0462962962962963,0.231481481481481
"337","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.00388500388500389,0.0194250194250194
"338","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0557707203718048,0.278853601859024
"339","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Lactobacillales",0.0115830115830116,0.231660231660232
"340","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0447185813415574,0.223592906707787
"341","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0688854489164087,0.344427244582043
"342","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Lactobacillales",0.0131071703932151,0.262143407864302
"343","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.101694915254237,0.508474576271187
"344","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.150231124807396,1.50231124807396
"345","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.186728395061728,0.933641975308642
"346","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.092378752886836,0.92378752886836
"347","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.182307692307692,0.911538461538462
"348","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.162557781201849,1.62557781201849
"349","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0957528957528958,0.478764478764479
"350","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Lactobacillales",0.0123171670515781,0.246343341031563
"351","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.0932922127987664,0.932922127987664
"352","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.00462962962962963,0.0231481481481481
"353","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Lactobacillales",0.304849884526559,3.04849884526559
"354","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Lactobacillales",0.0178294573643411,0.0891472868217054
"355","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Lactobacillales",0.0100231303006939,0.0771010023130301
"356","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Lactobacillales",0.111025443330763,0.693909020817271
"357","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Lactobacillales",0.0046692607003891,0.0291828793774319
"358","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Lactobacillales",0.0416345412490362,0.260215882806477
"359","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Lactobacillales",0.108796296296296,0.679976851851852
"360","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Lactobacillales",0.0115919629057187,0.0891689454286054
